username,date,tweet,mentions
sri_dsh,03-06-2020,I haven't received any refund till now. When can I expect the amount in my account?,['vodafonein']
boxwala_,03-06-2020,Ok I'm going legal on this! Why the fuck is @VodafoneIN charging me for my watsapp video calls separately! Number of complaints and it's come in this months billing as well! I'm taking it to TRAI and the Consumer court both! And shift all my corporate connections!,['vodafonein']
rvsntweets,03-06-2020,@VodafoneIN - You are charging me for International Roaming - it was activated since October 2019. Since March 2020 I have been deactivating it - did it twice- I am still charged for international roaming! Talking and emailing to your customer care is not,['vodafonein']
silent_roads,03-06-2020,Your team is saying that the hidden condition in the plan which were not mentioned in the main terms of plans is actually your business. So is this your business to keep customers in dark and later mint money out of it ??? I'll take this matter to @TRAI and Court in few days.,"['vodafonein', 'trai']"
vicky_5670,03-06-2020,No action till now. Is there any customer support exist or not.,"['vodafonein', 'vodafonegroup']"
vinodku86747757,03-06-2020,"@VodafoneIN m done 50 rs recharge on this no 7206669719,but still in this number not any outgoing and not any incoming call come, ur customer still not attending my call",['vodafonein']
nagelmenezes,03-06-2020,what about the issue i raised? I didn't get any resolution. I had a VAS service activated without my consent. I raised an issue on twitter and was directed to the TRAI app and then I stopped getting response from your end.,['vodafonein']
mohitkumar1927,03-06-2020,@VodafoneIN my bill is erroneous.. I am a postpaid customer and my bill has been constantly coming at 234.26. this time it is 352.82.. why so?,['vodafonein']
navinsh65710490,03-06-2020,@VodafoneIN   I had received the below mentioned text!                            Hello! Your complaint dated 01-Jun-2020 06:19:29 PM with reference number C004-67352289868 is registered. We assure resolution by 02-Jun-2020 06:00:00 PM.                  N,['vodafonein']
srinivasapharu,03-06-2020,"Hi @VodafoneIN, 
Your services are horrible. You deduct money for now reason at all and the only way to reach you guys is some computerized voice providing 5 options....!!!!",['vodafonein']
rem1x4u,03-06-2020,"And ths is nt 1st time. I did nt complain last time it happend, bt nw I c deductions happen evry time recharge is done. Also I gt chargd for unused roaming data and  balance thn comes dwn to 0. My Internt is always off. I wish I cn switch operator  @VodafoneIN @Idea @idea_cares","['vodafonein', 'idea', 'idea_cares']"
toliavikram,03-06-2020,@VodafoneIN I want to shift to prepaid from post paid. Please advice the procedure in lockdown.,['vodafonein']
uttam_bain,03-06-2020,Please check DM for details plz & refund the deducted amount that's previously recharged ASAP.,['vodafonein']
deepakb41197909,03-06-2020,Iam sharing you mobile screen shot international sms amount  add on my bill.. I don't use international sms I don't have this kind of number on my phone . Pls help me what can I do.. I have to complain many time but till date no response your side .I have audio records for you.. pic.twitter.com/VPMWWHhXb3,['vodafonein']
sspatke,03-06-2020,Any update? Else plz change my plan back to red 399 without any additional charges. You guys cannot deliver your promises even after paying higher charges.,['vodafonein']
parvezak,03-06-2020,@VodafoneIN vodafone stop imposing fraudulent charges on ur customers we are not fool...shame Vodafone ....#9828855584,['vodafonein']
shanthimrao,03-06-2020,Already done with DM. Just accept the screenshot of payment made. And just release my number from your stupid network clutches. So that I can enjoy the network from other operator with immediate effect.,['vodafonein']
sharadmandale,03-06-2020,Dear @Idea @VodafoneIN  let me know why recharge done for 7776880623 is not reflected and still showing no balance?,"['idea', 'vodafonein']"
deepakb41197909,03-06-2020,Dear team I want to discuss withÂ  you about my payment.dear sir will share you problem in Vodafone care .they are add on bill international sms charges. I don't use international sms on my phone..plz help me I have report to customers care many time but no response till date,['vodafonein']
kamleshkptweets,03-06-2020,@VodafoneIN I have made mobile recharge on 22 may 2020 for â¹499 which was showing unlimited calling for 70 days but now I can't able to call any number it's showing low balance .. kindly check to this issue ..and ley me know â¹499 what offer m getting ,"['vodafonein', 'vodafonegroup']"
mutta_pupsu,03-06-2020,"@VodafoneIN what da you have deducted amount for international roaming, when I have not activated any value added service. Worshht da you are",['vodafonein']
miteshmachohya,03-06-2020,"@VodafoneIN I already contacted customer care but when he picks up the call they are telling me like, please hold while we are checking the details but after that they are not coming back.
@DoT_India @rsprasad : Please take this issue seriously, may of cu","['vodafonein', 'dot_india', 'rsprasad']"
supratikenginee,03-06-2020,@VodafoneIN  I paid Rs599 for 3G 3GB datapack combo offer. But I am very disappointed that I am not getting the service I paid for. My mobile number is +919874591812. Restore my services as soon as possible. Else I order refund.,['vodafonein']
dpr81717210,03-06-2020,"@VodafoneIN @DoT_India
Complaint reference number C003-67925063209 not yet resolved. Anyone cares here to resolve the issue?","['vodafonein', 'dot_india']"
shanthimrao,03-06-2020,Bill amount settled as on date. Release my number from Vodafone 4g network which is not even equal to other 3g networks. Enough of complaints past 2 years. No single complaint attended. You don't respect customer's complaints. Let me port new operator. @TRAI @rsprasad @DoT_India pic.twitter.com/XHp8q6xJsx,"['vodafonein', 'trai', 'rsprasad', 'dot_india']"
amit31k2,03-06-2020,"Limit of Malpractices in Billing(Bill #05IDL05055752607) - #vodafoneidea , @TRAI, @VodafoneIN, @vodafonein1, @jagograhakjago  

Team closes the registered complaints without any intimation. 
Hail @VodafoneIN!","['trai', 'vodafonein', 'vodafonein1', 'jagograhakjago']"
sohammulani17,03-06-2020,"Look like every companies tring to recover their lose, 
Yesterday @VodafoneIN charged 99 INR as a international roaming charges (In Lockdown) ð¤£","['saurabhppatel', 'amazonin', 'primevideoin', 'vodafonein']"
hitesh_dudhaiya,03-06-2020,"due to your technical issue there were stop service and asked for recharge which we done unnecessary , who will pay for that ?",['vodafonein']
kamrank05856096,03-06-2020,"Hoping a concrete response this time and once again requesting you people, not to copy paste your usual statements.. Else will move to consumer court.. I dont want an agent to come and respons to me.. Get me a manager",['vodafonein']
kamrank05856096,03-06-2020,"Yeah.. I think thats the next step, I am gonna do.. I am just waiting for my week off.. Will go to another service provider and port this out. These people are of no use","['aldren30315631', 'vodafonein']"
jiocare,03-06-2020,"was deducted as the money would have been added back to your account - Prabal [For Everything Jio, visit  http://tiny1.jio.com/MyJioSÂ ] (2/2)","['zaxn181zluiu8yt', 'reliancejio', 'jiochat', 'prakashjavdekar', 'airtel_presence', 'vodafonein', 'trai', 'paytm', 'narendramodi']"
jiocare,03-06-2020,"We are here to help. We see that you had initiated a recharge of Rs. 199/- on 3rd June 2020. However, we have not received the recharge request on this number as the payment was declined. We request you to check the payment history of your bank account from where money (1/2)","['zaxn181zluiu8yt', 'reliancejio', 'jiochat', 'prakashjavdekar', 'airtel_presence', 'vodafonein', 'trai', 'paytm', 'narendramodi']"
lavya171097,03-06-2020,I am not even asking you to reverse the charges. I have been expecting a call back since 10 days to understand the situation better since there was some discrepancy in the last call.,['vodafonein']
nishant_2307,03-06-2020,"@VodafoneIN When you guys are not interested in resolving service request, whats the point of even raising them? You can close them as and when you feel like. But when a customer opt for porting, you start giving them Rs.1 balance and all that shits. One ",['vodafonein']
rohitsi98628350,03-06-2020,Dear Vodafone thanks I received my refund request you to kindly stop this unnecessary deduction from my mobile number.,['vodafonein']
shikha199029,03-06-2020,"@VodafoneIN What is the procedure to change my post paid number to prepaid these days? As I am senior citizen, unable to visit customer care store.",['vodafonein']
gusailokesh,03-06-2020,Your subscription for Juiceup pack has been renewed and Rs 75 has been deducted.The service will get renewed on  http://14-06-2020.ToÂ  deactivate SMS STOP to or call 155223(toll free).,['vodafonein']
citizen065,03-06-2020,"I recharged my account with 399 two days back but my balance is showing low .
No internet or signals sre coming","['vodafonein', 'pratiksha_soman']"
dpr81717210,03-06-2020,Complaint reference number C003-67925063209 not yet resolved. Anyone cares here to resolve the issue?,['vodafonein']
asheesh_00,03-06-2020,"@VodafoneIN 1 year 1 month 16 days and counting. Refund my money you took by #Cheating and selling Vodafone shield Where is refund amount cheque?#harassment #useless
@TRAI @OfficeOfRSP
@timesofindia @HindustanTimes
@bsindia @htTweets
@nch14404 @consaff @j","['vodafonein', 'trai', 'officeofrsp', 'timesofindia', 'hindustantimes', 'bsindia', 'httweets', 'nch14404', 'consaff', 'jagograhakjago']"
jaighanekar,03-06-2020,I still haven't got the money back. The balance is Rs 57.64. So obviously your information is incorrect. pic.twitter.com/uEOYGf6paU,['vodafonein']
akkucius,03-06-2020,@VodafoneIN - Need support in contacting your team. Waited for like an  hr on call support. Issue was related through generated bill. My post paid plan amount is of 399 but still the bill generated is of 1100. Please support as your employees r not reacha,['vodafonein']
mayankkalhan,03-06-2020,@VodafoneIN I need help in getting a number activated... All your stores nearby are closed.its a little urgent plz,['vodafonein']
mishra6846,03-06-2020,What a pathetic service Vodafone is providing. I am using Vodafone number 9899177977 and requested them to convert from postpaid to prepaid. even I am not using their service but still they are sending bill on monthly basis. I believe it's a scam.@VodafoneIN @Vodacom @VodafoneUK,"['vodafonein', 'vodacom', 'vodafoneuk']"
imgrroot,03-06-2020,what is the update of 99 refund?,"['vodafonein', 'yogeshbhosale60']"
anirudhshetty77,03-06-2020,"@VodafoneIN why am I being asked to pay the bill online ? Are you guys crazy ? I donât need your services, I stopped long ago . Stop harrasing me for bill even after I have cancelled Vodafone connection.@manojsinhabjp #twitterseva #harrasment pic.twitte","['vodafonein', 'manojsinhabjp']"
shayphavade,03-06-2020,Vodafone representatives either ignorant about their own billing plans or simply looting common people by selling them fraud plans. Fooling people by offering fraud plans. We need clarification from @VodafoneIN @Vodacom or we want to register a cyber complaint of fraud. https://twitter.com/itsTehan/status/1268151394483138560Â â¦,"['vodafonein', 'vodacom']"
mangulkar,03-06-2020,Last time also you said the sma e. Took my alternate no but nothing happens. Today you suspended  my outgoing calls and internet service.,['vodafonein']
mogha25,03-06-2020,@VodafoneIN today visited small vodafone store to convert my no from post paid to prepaid I have been advised to visit big store .,['vodafonein']
navlanilakshmi,03-06-2020,I am not able to use internet facility even after multiple recharges since 2 months and I have told u so many times but not heard back from you. This is not at all best in class,['vodafonein']
tushargrover,03-06-2020,@VodafoneIN the vic present on app is of no use for any such complaint. Pls assist ASAP,['vodafonein']
jgpai,03-06-2020,"@VodafoneIN Hello, whoever there is, have u corrected the plan change which u did without my consent.",['vodafonein']
sukhmandard,03-06-2020,@VodafoneIN the time the SIM was issued was nearly 1300 hours and now the time is 1800 hours. I want that my problem be addressed at the earliest or i will be forced to file a complaint at consumer forum.(4/n),['vodafonein']
sukhmandard,03-06-2020,@VodafoneIN the store employee told me that SIM issued on 29 may 2020 has not been registered. I got shocked and today i.e on 3 june i got new SIM issued(other than issued on 29 may 2020) with the assurance that this SIM will definitely start working with,['vodafonein']
nitinbugs,03-06-2020,Hi I have recharged my number with 399 plan with 1.5GB data usage per day. Now I am getting message that you are out of data pack & recharge now for data. I have DM my details Plz look into this issue.,['vodafonein']
bharathprabhu10,03-06-2020,For What ?.i have already done this Zillion a times to no avail..Request you to credit my account with the money...i will atleast use if for voice for the next year..i am done with you resolving anything @TRAI @DoT_India #VELrefundmymoney,"['vodafonein', 'trai', 'dot_india']"
sukhmandard,03-06-2020,"@VodafoneIN Too much disappointed from your service and that too at the time of crisis which whole country is facing.
To elaborate, i went to vodafone store at mall road in Ludhiana on 29 May 2020 for getting duplicate SIM issued. In no time they issued m",['vodafonein']
iavadheshksingh,03-06-2020,"Just shut up ð¡. Itâs irritating and annoying. Check your DM, already provided. If I am not your customer, you will force me yo be your customer to resolve the issue. Call me the number provided in DM. #ShameVodafoneIndia",['vodafonein']
rjsfox,03-06-2020,"@VodafoneIN why are you troubling loyal customers?? Using Vodafone for past 12 years. Only now facing so many problems. 
My validity expired on 30 May & So i recharged. I have balance in my account but you want me to recharge with another plan?wtf. On top",['vodafonein']
itstehan,03-06-2020,I have details of this conversations with the @VodafoneIN representative. I have sent mail to customer service but there is no assistance from your end and this fraud is unacceptable and want to talk to the nodal officer.,['vodafonein']
sabihanwar19,03-06-2020,"@VodafoneIN Why should customer pay for services which he hasnt used or requested for ??
Is @VodafoneIN in loss? Simply recovering money from Customer.",['vodafonein']
ayrusme,03-06-2020,You guys deducted INR 99 without my consent even though I've never used international roaming. What about that?,['vodafonein']
sabihanwar19,03-06-2020,"@VodafoneIN I haven't used any services nor activated any. Why should i pay for the unused service.Are we the customer doing any charity to you ? Is the Voda business in loss ? Why you are harrasing and torturing us ?
#FraudAwareness #shameless #Cheater",['vodafonein']
sabihanwar19,03-06-2020,"@VodafoneIN 
Is maintaining Voda balance more than 900 INR a crime ?
Why you guys are deducting the balance without any reason? From 3 months facing these issues.Have customer got a temporary job for mailing you everytime deduction is happening?#FraudAwar",['vodafonein']
itstehan,03-06-2020,@VodafoneIN I received a call from your representative saying that I will get plan benefits of redx 999 plan with my current plan tariff. I agreed and shared the otp to change the plan and I have been billed according to 999 plan.This is fraud and I want ,['vodafonein']
franklinaloysi4,03-06-2020,"@VodafoneIN @Shot_Formats  I raised an insurance claim for my mobile under the VFRed Mobile shield. It has been 7 months since, I don't know whom to contact to get back my phone. Is this is a scam? Claim ref: 1991097972 | Mob No: 8939622722","['vodafonein', 'shot_formats']"
mohitsingh2414,03-06-2020,"Work on your service.
Your all services are going down.
Everperson facing balance deduction problem.",['vodafonein']
awadheshsdubey1,03-06-2020,"Vodafone is charging excessively by converting tariff plan automatically from 499 to 999, can Vodafone authority do something without taking the recourse of law? My mob no. 8054985669 - bill mismanaged and raised excessively.@VodafoneIN @VodafoneGroup","['vodafonein', 'vodafonegroup']"
symphonicalmind,03-06-2020,@VodafoneIN I am being charged for VAS whereas on the app it shows I don't have any services active.,['vodafonein']
dsatish_reddy,03-06-2020,"dear Vodafone I have to pay 3 months bill to Vodafone.
But I cannot give it now.
My vodafone sim incoming call outgoing call is closed.
Vodafone will give me the same amount of time immediately, so we can pay the bill
Vodafone kindly help me
Please tur on Vodafone SIM
9775977402",['vodafonein']
sandeep77047599,03-06-2020,"I have 2 connection last 7 to 9year.i m facing internet using issue last 6 to 7 month. My number 8879990666 please check. Every time I m raise compliant through CC, mail and visit to store. Every time give fake promises or not resolve problem. I m not interested stay with you.",['vodafonein']
shivpatel_216,03-06-2020,Well you are not loosing me now. I was saying by debiting 99 rs is forcing people to port.,['vodafonein']
kvishal03,03-06-2020,"Very true. They are working on issues from last 6 months and everytime iam getting the same msg (We informed our team, they are working on ur issue) suddenly they send msg tht ur issue has been resolved without doing anything. PATHETIC SERVICE","['pritij13', 'vodafonein']"
abhi4mslg,03-06-2020,"@VodafoneIN @Idea @VodafoneGroup Are there humans or robots in your office, I do not understand. Whenever I complain, the response is no proper facility in your area. Then why the hell do you sell numbers in our area?","['vodafonein', 'idea', 'vodafonegroup']"
nambust,03-06-2020,By when will I get my money back? Have received a message saying that the amount has been credited haven't received any balance yet,['vodafonein']
supreetsingh25,03-06-2020,I am still seeing negative balance in my account,['vodafonein']
gurucoolanuj,03-06-2020,@VodafoneIN @TRAI @UPGovt Now after network problem this is bill problem i dont know for what is this usage charges i have been mailed them regarding this but they are saying we havent seen any problem and due to this i didnt paid my bill they blocked my ,"['vodafonein', 'trai', 'upgovt']"
abhiani00976910,03-06-2020,@VodafoneIN @TRAI @UPGovt Now after network problem this is the bill problem i dont know for what is this usage charges i have been mailed them regarding this but they are saying we havent seen any problem and due to this i didnt paid my bill they blocked,"['vodafonein', 'trai', 'upgovt']"
sartaja64849280,03-06-2020,"Can u guys post something about your services?

Ridiculous customer service",['vodafonein']
chakraborty_s2,03-06-2020,"@TRAI @DoT_India sir , no reply from that shameless, cheat @VodafoneIN . Government may /may  not take any step against these cheat but after proper recharge , not able to use net . They are now dare to loot India .","['trai', 'dot_india', 'vodafonein']"
padmarajmahara1,03-06-2020,"Your service is the worst, you've been scamming your customers I did a recharge of Rs. 349 in Feb'20 but it wasn't successful, my bank statement being confidential, you asked for the proof, I gave that too and I've sent almost 46 emails to you. I've finally decided to port",['vodafonein']
ramramrawat284,03-06-2020,@TRAI @rsprasad THIS IS WHAT YOU CLAIM IN 1ST PIC AND WHAT CUSTOMER GET YOU IN SECOND PIC...ALSO STOP LOOTING THE CUSTOMER IN THE NAME OF VAS CHARGES... pic.twitter.com/48wPgPE3io,"['vodafonein', 'trai', 'rsprasad']"
anshika_saxena9,03-06-2020,"Manager - Mam you used internet that's why money got deducted and we sent you message twice, strange  i didn't receive single message about all this shit. Happens to me very often nowadays. 
@VodafoneIN",['vodafonein']
fallinchat,03-06-2020,"Hello, i have 599 plan active in my number but why i'm being charged for data? This is terrible if you do not correct it soon then i will port my number to another network.",['vodafonein']
manispandey0108,03-06-2020,"I trie download the app. Unable to login, shows unable to reach server. Forget this, is this what u guys always unnecessarily reduct the amt activating nonsense & we run behind u claiming the amount stop and refund the amt. @TRAI","['vodafonein', 'trai']"
debarun1994,03-06-2020,@VodafoneIN please look into the issue and initiate my refund.,['vodafonein']
zeeshanzisshu,03-06-2020,"Dear @VodafoneIN @TRAI I have complaint call back request in private msg but not yet recieved any update from ur end. Now everyday deducting balance from my sim card can you plz explain me?
Thank you pic.twitter.com/OHggoSYVsv","['vodafonein', 'trai']"
tanuj_arora,03-06-2020,"No help from you. You shared the same contact number which is available on the website, yet not in service. Itâs already been three months, what is the point of providing insurance if your contact number is not even operation?",['vodafonein']
iamjsnu,03-06-2020,According to your sms ; my problem is resolved.if I received any message or call regarding this matter later I will take legal action against you for harrasment. pic.twitter.com/TFnzYxxCRu,['vodafonein']
mariner_nik,03-06-2020,U charged for add on for month of April and may...so why it's still shown in my current spend for the month of june. There is no active service shown in the app. Clarify whether it will be included in bill of june or not??,['vodafonein']
skg00025,03-06-2020,"Dear @Idea/@VodafoneIN , If you are running your business in losses then let us know so that we can how we can help but do not deduct balance from the customers without any reasons  pic.twitter.com/tRAihh926L","['idea', 'vodafonein']"
debarun1994,03-06-2020,@VodafoneIN first you deduct my money by activating services without my consent. Then when asked to stop and refund the amount customer care won't pickup my calls. Awesome service folks. Your services are the worst,['vodafonein']
mailzayed,03-06-2020,@VodafoneIN I am porting to retain me your rep called and provided me wrong info such a shame you guys are got a call +91 88849 64859 from this number you guys are cheaters,['vodafonein']
aashishrajputr1,03-06-2020,No response from @VodafoneIN as I have only work to do Just wait for your response. Because I have spent money on recharge and can't do another recharge. Help @VodafoneIN @VodafoneGroup @BandBajaateRaho https://twitter.com/AashishRajputR1/status/1267664105055322116Â â¦,"['vodafonein', 'vodafonegroup', 'bandbajaateraho']"
prakash65142576,03-06-2020,"Myself Prakash Kumar with registered mobile number of +91-7508733275. I always cleared my dues on time. Now i want to port this number from postpaid to prepaid. I am a student, it is impossible for me to pay this hefty amount monthly.",['vodafonein']
abhishekm4u,03-06-2020,"@VodafoneIN I am expecting a call back for my billing issue from your team from last 5 days. pl call  arrange a call back to discuss my case.
9214309144.",['vodafonein']
nishchaymagic,03-06-2020,It's sorted now. Rs. 99 was deducted from my Vodafone account for international roaming which I had not subscribed for. But I received a message later saying that it was credited back. pic.twitter.com/kGsDPpvoQ8,['vodafonein']
_akshayagarwal,03-06-2020,tried dialing *1 to skip it. it's not workingð£,['vodafonein']
stifler_is_back,03-06-2020,It hasn't been resolved now ! Kindly look into my account ! No use of exchanging mails after mails with customer care !,['vodafonein']
snehakesri,03-06-2020,Neither net nor network works & just add money to bill to loot customer & force customer to pay more . #BluffCustomer -- #Pay3000 extra to cancel the plan.dont work on issue & ask to pay more.For resolution take more than month & ask us pay for that time also.,['vodafonein']
sanje1312,03-06-2020,"The transaction details for the same is listed below:
EBANK133668942/000000022507PAYTM PAYMENÂ Â 
Visited Vodafone Center to inquire about the same & they say this payment is not for vodaphone. @VodafoneIN @VodafoneIN_News","['vodafonein', 'vodafonein_news']"
mukunthk,03-06-2020,@VodafoneIN why did you deduct â¹99 as international roaming charges from the prepaid account?? Does using your services in India constitutes international roaming nowadays???,['vodafonein']
kapilmanjani,03-06-2020,"@VodafoneIN no response for mails sent for previous bills for 7349730730. Calls to customer care useless, they cut the call on their own w/o help. Improve your service please. Reasons I ported to @airtelindia","['vodafonein', 'airtelindia']"
rahulguptha99,03-06-2020,"â¹99 debited from my account, it went to negitive bal, so I had to recharge with â¹130 to get positive balance. Then amount got credited back to account. I lost â¹30 because of your error",['vodafonein']
rmj__s,03-06-2020,"@DoT_India
@VodafoneIN  is not refunding my Rs. 99 charged for 3 months of Callertune Service and neither they are ready to prove the said service for which they have already charged, I have emailed them but they keep asking my phone number again and are ","['dot_india', 'vodafonein']"
dasgupta_souvik,03-06-2020,@VodafoneIN Even after surrendering my Vodafone Wifi connection and getting confirmation on 10th May I had received full month's bill...,['vodafonein']
mithila_munshi9,03-06-2020,"@VodafoneIN again my bill is overcharged , can u pls fix this for ever..or this is a fixed earning plan for Vodafone.  https://twitter.com/VodafoneIN/status/1263426108327735297Â â¦",['vodafonein']
divyanshuborana,03-06-2020,"Dear @VodafoneIN your service is getting worse day by day ..deducting balance from customers unnecessary and when asking for the  reason of deduction , what we get as answer #nothing (just like your service). Time to port the sim to some better network provider.",['vodafonein']
adarshagarwalla,03-06-2020,@HDFC_Bank @VodafoneIN @TRAI @RBI my mobile no is given in DND yet every single day i get a call from the bank selling personal loans. Please stop harassing me.,"['hdfc_bank', 'vodafonein', 'trai', 'rbi']"
shivanigam13,03-06-2020,"@VodafoneIN @VodafoneGroup @DoT_India I have been charged Rs.44 for VAS, which got auto activated and I got it deactivated within same minute immediately, Vodafone sms confirms the timings, still amount not refunded back..pathetic response from customer c","['vodafonein', 'vodafonegroup', 'dot_india']"
alwayskrpkabian,03-06-2020,@idea_cares @Idea @VodafoneIN @TRAI @VodaIdea_NEWS @DoT_India @Secretary_DoT I was trying to avoid important calls in order to save my talktime because no option to recharge as shops are closed & i cant do online recharge but IDEA DONT CARE and FORCED THE,"['idea_cares', 'idea', 'vodafonein', 'trai', 'vodaidea_news', 'dot_india', 'secretary_dot']"
bharadwajkartik,03-06-2020,"@DoT_India

Hi Team,

Please note that Vodafone has closed my complain without giving any resolution. It should be noted that since they are not able to provide services How can they ask for money?

Regards
Kartikey Bharadwaj","['vodafonein', 'dot_india']"
saveindiaaa,03-06-2020,Still waiting for the solution...??? #ChorVodafone i need my 149 rs back..,['vodafonein']
rayesh_raikar,03-06-2020,@VodafoneIN @VodafoneGroup @DoT_India I hv been charged Rs.49/- by vodafone idk for what. On asking they said its for a value added service and sent me a mail which is very Vague! No details at all! I know i have not activated any such services. But all d,"['vodafonein', 'vodafonegroup', 'dot_india']"
ajinkyatak06,03-06-2020,"I need NOC from VD if I raise request to port my number and this will be issued only after payment.
It's been almost 3 weeks now, how could you expect me to pay your last month bill if you haven't provided proper services? Like I have said earlier I will not pay my last mont bill",['vodafonein']
hrishikesh91,03-06-2020,@VodafoneIN thank you for refunding 99 Rs.,['vodafonein']
gusailokesh,03-06-2020,"@VodafoneIN Per day How many times you do this valgur or bad things to people who are innocent. Today my father another day next person, daily and weekly. Who have given this right as TRAI. You have to pay due amount to Government but this is not right wa",['vodafonein']
gusailokesh,03-06-2020,"@VodafoneIN This is not fare. Person who don't know anything. In India, many people are like this. I think so, you make every one fool and deducted balance from there account and action should be done because they are innocent people and poor Family. This",['vodafonein']
jimmy18997,03-06-2020,"Last month @VodafoneIN charged 200RS  extra in my monthly bill. I shared all the details of last few months bill. The bill amount from last few month is 470 and May bill amount was 650+. I asked for the data but have not received any update from them.
Vodafone cheating customers.",['vodafonein']
iampareshjain,03-06-2020,"@VodafoneIN With pay cuts and major financial losses govts are giving relaxations and exemptions, why not @Vodacom?
#COVID19 #COVID19India #VodafoneGiants #CSR","['vodafonein', 'vodacom']"
dhatterimaaki,03-06-2020,"Sometimes I wonder why I waste my money on unlimited recharge when I don't have anyone to talk/call, and let's just not talk about @VodafoneIN
Network in Calcutta.",['vodafonein']
atul725744,03-06-2020,"Really frustrated @VodafoneIN.
 Recharge done on 9th May,2020 but wasn't successful so I had done another recharge as instructed by customer service representative and he told me I'll get refund within 5 days but it's almost a month.
I've tried calls,e-mails but no +ve response.  pic.twitter.com/1nxkgF7uYi",['vodafonein']
vikas_kvholiday,03-06-2020,"@VodafoneIN I had a connection no is 9127754745 earliear I use to have a plan redx+ tariff was 2 high so I opted for redx where is low , but for switching u charged  3000 extra , during covid time I can't pay  that extra amount, please charge present plan",['vodafonein']
rushilyahoo,03-06-2020,"They are still solving the matter after 2.5 months of me writing the mail for deactivation, i will definitely let you know once this happens.","['manchibaba', 'vodafonein']"
saini_amity,03-06-2020,"@VodafoneIN @Idea 
Dear company I have flexy both of you andnow I need data of my last 12 month transaction of recharge through my flexy. Pls provide me this data as soon as possible.","['vodafonein', 'idea']"
pathikvejani,03-06-2020,Are you serious? I'm going to complaint in consumer court then you can answer there.,['vodafonein']
rushilyahoo,03-06-2020,"The issue has been sent to the backend team. Told them I have sent a mail for deactivation on March 24,2020 in the lockdown period due to no signals at my place, matter is delayed by 2.5 months, they have been calling me for the bills when deactivation mail has already been sent.",['vodafonein']
sandeepthecount,03-06-2020,Is your mobile app also not functioning unable to make payments !,['vodafonein']
lokeshbhangale8,03-06-2020,"@VodafoneIN @VodafoneGroup @ConsumerReports @DoT_India Why are unwanted packs are being activated without the Customer knowlegde. And your customer care said that ""We don't have any idea about it, we can't help you"". Refund my amount immediately. Or is it","['vodafonein', 'vodafonegroup', 'consumerreports', 'dot_india']"
parag1921,03-06-2020,"@vodafone @VodafoneGroup @VodafoneIN @VodafoneUK  This is extremely disgusting you morons , again you have deducted 35 â¹ from my balance today , you disgusting Vodafone. 

Last month you have deducted 29 â¹ without my permission.

#Cheaters #Fraud #Don","['vodafone', 'vodafonegroup', 'vodafonein', 'vodafoneuk']"
prernagauba,03-06-2020,Which you have told me ample number of times. I was given different details about the plan. And nobody informed me that I would have to pay 3000 to switch back. Was told that the bill will remain same. The bill amount is triple. Why?,['vodafonein']
kapilsingh,03-06-2020,"@VodafoneIN @DoT_India @TRAI 

I have been charged International Roaming since last 2 month i had never activated it, WHY charges and where will i go during lockdown. What is wrong with you guys. Would be nice if you play a fair policy.","['vodafonein', 'dot_india', 'trai']"
g_is_here,03-06-2020,"agree, and their customer care agents don't give proper replies either","['angarag', 'vodafonein']"
muktiprakashr,03-06-2020,"Dear @VodafoneIN , have u stopped caring about ur goodwill? Pl note that my #vodafoneIN no. is 9832178075 & alt no. 9932113613. At present I've an active package which is supposed to provide me with 2GB data daily. Why then do u keep on sending me these MSG's (attached)?",['vodafonein']
vishnukumarkr1,03-06-2020,I've sent my phone number in the direct message,['vodafonein']
amitjoshi_007,03-06-2020,"How I am supposed to Get Screenshot of Balance Deduction when you never sent me notification of it and you Charge Rs.50 for getting the prepaid number balance deduction, when i have shared my number already cant you check it with every resource at your end to do this task.",['vodafonein']
avinashrastog13,03-06-2020,No action on my complaint over network issue and speed of net. How many technical issue you have apart of asking for payment. Multiple time shared detail to customer care guys but no solution......,['vodafonein']
rahul91dua,03-06-2020,Technical error?? Seriously? What about me following up with you on âerraneous chargeâ for 4 months and you guys still not resolving this and harassing me by barring outgoing despite payingyou regular bill amount?,['vodafonein']
ameyahardas,03-06-2020,"@VodafoneIN I am not receiving OTP from banks. Standard Chartered, Suryoday Small Finance Bank and ICICI Bank.

While I am receiving cheque debit and other credit messages from my bank accounts..OTP only not receiving. Please check.
Mobile no-9702726496 (",['vodafonein']
g_is_here,03-06-2020,"I had changed my plan only because the new plan offered the mobile shield app, but it still wouldn't work. I asked them to either do something about the app or change my plan back to the basic one but they did nothing. Is your mobile shield working?","['angarag', 'vodafonein']"
angarag,03-06-2020,This time they re sending me bills on new plan and have not retained my old plan. I never consented to the plan that they gave. How can they change my plan without asking.,"['g_is_here', 'vodafonein']"
angarag,03-06-2020,Later when I objected and asked them to retain my old pla and they said that it was expired. They said the same thing in 2018. But retained my old plan later.,"['g_is_here', 'vodafonein']"
angarag,03-06-2020,They have given me a new plan without asking. When I got to know that I objected but they didn't resolve the issue citing Corona lock down,"['g_is_here', 'vodafonein']"
imcagrawal,03-06-2020,"My plan expires in 20 days.
But validity in 16-17 days.
This is bad service.
Unacceptable",['vodafonein']
