username,date,tweet,mentions
cess2296,10-06-2020,@VodafoneIN I am unable to send messages from my phone even though I have a proper pack and balance. I am able to call but no messages are being sent. It's not a device problem because I tried it on several devices. Please call me on 9773262564. I am not ,['vodafonein']
thelastguyis,10-06-2020,"I am complaining to @VodafoneIN already,inbox my number i didn't get any call....",['vodafonein']
shankey_1987,10-06-2020,"@airtelindia @Airtel_Presence @airtelnews Hey Robber network, is there any update on this please.

Still i am stick on my words that @VodafoneIN @Idea @BSNLCorporate is far better then you in terms of customer problem resolution.","['airtelindia', 'airtel_presence', 'airtelnews', 'vodafonein', 'idea', 'bsnlcorporate']"
satttak,10-06-2020,@vodafoneIN really does suck,"['akanksha_g_', 'vodafonein']"
bobylahariya,10-06-2020,I have never seen so much nonsense network. @AdityaBirlaGrp @VodafoneIN Please make some improvements in Idea network.,"['adityabirlagrp', 'vodafonein']"
nitishng,10-06-2020,Now I called customer care executive harjinder Singh . He talk with my rudely. And have no knowledge about vodaphone policy. Why are you hire unprofessional people in your company ? @Vodacom,"['vodafonein', 'vodacom']"
gagandeepbudhi1,10-06-2020,"@VodafoneIN
I am channel partner of Vodafone of Meerut Zone UP since 2010
But now I have many problems regarding financial & retail team.
Even I sent many mail to Zonal Office & circle team also.But not a single reply came from any person
9917432313
gagan",['vodafonein']
mgrvk16,10-06-2020,"@VodafoneIN Customer support of no use, Vodafone app of no use. Why do u even operate when things are beyond your capabilities? Have been complaining of horrible internet speed in Mulund Bhandup (Mumbai ) from 4 months. No resolution whatsoever. 3-4KB/s o",['vodafonein']
pokharna,10-06-2020,"Worst network- Vodafone! No service from last 12 hrs. No response from customer care, tried 20 times. Don't give suggestion of switch off-on, restart, change handset etc etc.all done! want to port asap. @VodafoneIN @KachharaArpit","['vodafonein', 'kachharaarpit']"
marydennehy8,10-06-2020,Shame on @VodafoneIN  https://twitter.com/FT/status/1270456104053608453Â â¦,['vodafonein']
t_nihsit,10-06-2020,@VodafoneIN Still there is no response from your side.,['vodafonein']
hiravvvv,10-06-2020,@VodafoneIN is worst. There are minimum 15 messages in a day,"['geekyranjit', 'airtelindia', 'vodafonein']"
khansami955,10-06-2020,"@VodafoneIN  your deadline for call back that was 9th june has already passed and my bill paying is approaching soon
Hence your not worried at all 
#worstservice #greedycompany https://twitter.com/VodafoneIN/status/1269176742041710593Â â¦",['vodafonein']
richuthomas98,10-06-2020,The DLT SMS header approval process is still pending from June 8th 2020. No customer support working and no replay on mails. Didn't expect from you @VodafoneIN,['vodafonein']
ankurkameshwar,10-06-2020,"@VodafoneIN  is this the way you treat all your customers or am I special?
Anyways don't be under the impression that I and my family will put up with this very time we have better service providers @airtelindia @reliancejio 
2/2","['vodafonein', 'airtelindia', 'reliancejio']"
ankurkameshwar,10-06-2020,"Dear @VodafoneIN have been a cust 4 a long time nd always been disappointd by ur service
I have no net in my area 4 3 days nd this is not the 1st time this is happening.
I try to complaint and there too I am met with no response
1/2",['vodafonein']
shri_soumya,10-06-2020,You can do it online go to  http://airtel.inÂ  or airtel thanks.,"['divyajotwani', 'bfuzail', 'vodafonein', 'airtelindia']"
binnymittal,10-06-2020,Best network by @vodafone ported to @reliancejio pic.twitter.com/vZZ1seStQk,"['vodafonein', 'vodafone', 'reliancejio']"
srivastavainfo,10-06-2020,@VodafoneIN Hello! Your complaint dated 24-May-2020 01:04:53 PM with reference number C003-66886658779 is registered. We assure resolution by 26-May-2020 06:00:00 PM.,['vodafonein']
gauravbawa27,10-06-2020,"@VodafoneIN ur pathetic network service.. but still charge money for 4G ... @PrakashJavdekar @Swamy39 @SCJudgments
#vodafone #networkmarketing pic.twitter.com/1AvWZRu6RV","['vodafonein', 'prakashjavdekar', 'swamy39', 'scjudgments']"
sv475,10-06-2020,"Useless @Airtel_Presence ... 
115GB left  .... It will soon touch 200GB ... Thanks for providing a network with 2KB/s speed. 

Cc : @VodafoneIN @JioCare @DoT_India pic.twitter.com/HCKwHmgkmh","['airtel_presence', 'vodafonein', 'jiocare', 'dot_india']"
rachnavasandi,10-06-2020,"Haven't heard from you, so I reckon Vodafone is faffing around. It's okay have some chill, I have already paid the extra bucks. ðððð",['vodafonein']
bdeshwal2011,10-06-2020,@VodafoneIN call drop problem is very high since last two days ...ð§ð§ð§,['vodafonein']
ashuudainiyan,10-06-2020,Not get any Response from @VodafoneIN team after take my address and alternate no. This is very bad thing. Please attention on this @nch14404 @VodafoneGroup @VodaIdea_NEWS,"['vodafonein', 'nch14404', 'vodafonegroup', 'vodaidea_news']"
uditsharma777,10-06-2020,@VodafoneIN why no network ?? So much network drop,['vodafonein']
nitinzeon,10-06-2020,Pathetic. First- you couldnât port a number into your network. No service error since 12 hours. Unable to activate number. Second - extremely slow response on twitter. Situation canât get worse at Vodafone.,['vodafonein']
krishnarpanam2,10-06-2020,all have moved into voice over wifi ; within city itself in many places the mobile work through this protocol only,"['rajeev_mp', 'vodafonein', 'airtelindia', 'jio', 'bsnl_kl']"
dev_senapati,10-06-2020,@VodafoneIN need clarification on this one.  pic.twitter.com/g2Y8Tzj4uo,['vodafonein']
kale_tusshar,10-06-2020,So I request @TRAI  to look into these as customer service executive aslo don't respond properly.  @airtelindia  help me to shift from @VodafoneIN  to @airtelindia,"['trai', 'airtelindia', 'vodafonein']"
ajeetti08425771,10-06-2020,Vodafone is very bad âð«ð«ð«âââ banded  bye Vodafone  is banð«âââð«,['vodafonein']
merajansari612,10-06-2020,"@VodafoneIN Hi Team, i had ported my no. from Voda to Airtel almost 2 months back due to worst 4G coverage at my area, but i am still getting promotional text msg from Vodafone.
Could u plz STOP sending that msgs.",['vodafonein']
kale_tusshar,10-06-2020,"@VodafoneIN @airtelindia @TRAI

Hello,
Trying to shift my network from @VodafoneIN to @airtelindia.
As I have been complaining for Network issue where just Service No. Is provided as 2608479216, 2608175370 and 2608829472.","['vodafonein', 'airtelindia', 'trai']"
artistic_lotay,10-06-2020,@VodafoneIN I m not able to make calls (from Punjab),['vodafonein']
drtanmay6,10-06-2020,@VodafoneIN Are your stores open in Mumbai.. Visited 2 stores (Tardeo and  Prabhadevi) both closed! Kindly revert. Need to buy a Sim (Pre-Paid) Urgently!,['vodafonein']
rajeev_mp,10-06-2020,"Ques - is this signal of @VodafoneIN , @airtelindia or @jio or @BSNL_KL ? ð¤ https://twitter.com/vilakudy/status/1268404121058414592Â â¦","['vodafonein', 'airtelindia', 'jio', 'bsnl_kl']"
muralik69772813,10-06-2020,"@VodafoneIN @idea_cares @ConsumersAffair @DeptConsumerAff @nch14404 @Consumer2Court @ConsumerCourt_ @ConsumrConxion @jagograhakjago @JagoGrahakJago_ 

I'm literally tired now. Why is there constant call drops and the best thing no network since yesterday ","['vodafonein', 'idea_cares', 'consumersaffair', 'deptconsumeraff', 'nch14404', 'consumer2court', 'consumercourt_', 'consumrconxion', 'jagograhakjago', 'jagograhakjago_']"
ksvijayabaskar,10-06-2020,"@TRAI @PMOIndia @rsprasad
@airtelindia @VodafoneIN 
can you guys please stop the ""corona message"" on the phone? It is depressing, irritating and waste of time... every time we make a call. By now we all know what corona is... Thanks! 
#COVID19India","['trai', 'pmoindia', 'rsprasad', 'airtelindia', 'vodafonein']"
pravinshah759,10-06-2020,@MumbaiPolice @VodafoneIN . Today morning my wife received a call from 6203880671 & informed her your Vodafone phone will get disconnected . When confronted about his identity he started abusing & using filthy language with her as well as my self .My numb,"['mumbaipolice', 'vodafonein']"
mathur_poet,10-06-2020,"@VodafoneIN when the hell will you call me???
when i switch to a different operator???",['vodafonein']
punmandhan,10-06-2020,Network to @VodafoneIN user  pic.twitter.com/5ZESeuLCQk,['vodafonein']
jatinjkothari,10-06-2020,No Call Received. Very Poor Customer Service,['vodafonein']
sheshapatangi,10-06-2020,"@VodafoneIN #Kengeri branch has 4 Customer Service  Executives + 1 Office Boy.

Ironically, number of customers at any given point of time is 2.

Vodafone lost Idea after it bought @Idea?","['vodafonein', 'idea']"
impareshagrawal,10-06-2020,I tired to follow @Airtel_Presence now i cant tolerate you. today i immidiately port out from @Airtel_Presence  to @VodafoneIN,"['airtel_presence', 'vodafonein']"
mathur_poet,10-06-2020,"@VodafoneIN why cant you call me????? 
pathetic service absolutely!!",['vodafonein']
kachharaarpit,10-06-2020,Kindly help Vodafone stores not operating Vodafone customer care number not working. I need to get my services instantly . Any financial damage I will hold @VodafoneIN responsible. @pokharna @TRAI @rsprasad,"['vodafonein', 'pokharna', 'trai', 'rsprasad']"
bfuzail,10-06-2020,Just goto airtel store and port .,"['divyajotwani', 'vodafonein', 'airtelindia']"
baijumehta23,10-06-2020,"Use Jio or Airtel...
Indian companies..ð","['nepstermori', 'idea', 'vodafonein']"
santosh0683,10-06-2020,"Same I already complaint about airtel 2 years back ,they always said doing work, issue will be solved soon but till date same condition if no power than no network in @airtelindia @Airtel_Presence @TRAI","['jalilismail2601', 'vodafonein', 'trai', 'dot_india', 'consumerforum_', 'rsprasad', 'airtelindia', 'airtel_presence']"
kederkadar,10-06-2020,No need to reply anymore. @VodafoneIN already approached me and I will go with Vodafone because #airtel_always_sucks,"['airtel_presence', 'vodafonein']"
divyajotwani,10-06-2020,"Hi Team,
I want to move my no from Vodafone @VodafoneIN to @airtelindia . Please guide steps if the sim can be delivered. @airtelindia Waiting to hear from you","['vodafonein', 'airtelindia']"
immanojrathi,10-06-2020,I want to port my @VodafoneIN number to @reliancejio. Any doorstep service available?,"['vodafonein', 'reliancejio']"
jainakshat,10-06-2020,"@airtelindia I wanna hook up with you, got bored of @VodafoneIN . . . Is any #HomeService available?","['airtelindia', 'vodafonein']"
virani_kintan,10-06-2020,I've been using vodafone since past 4 yrs.I'm paying for 4G and the connection speed is of 2G. there's no issue in calling. My friend is also facing same issue with his number. Pls do needful.Otherwise I don't hv any other options than portability. @VodafoneIN @Idea @reliancejio,"['vodafonein', 'idea', 'reliancejio']"
shriniwasankam,10-06-2020,Is there any work started? I shared all required details...you can also see the mobile data usage in past 15 days where hardly any network i got to surf...may be not more then 50mb and i get 3GB daily for no use,['vodafonein']
iampankajsjain,10-06-2020,"No one did call me or even worked on the connectivity @VodafoneIN @idea_cares 
Stop fooling people.

I have been client of Essar earlier and now its voda. I request my friends here never ever get into trap of Voda. pic.twitter.com/XJUa3xtfvA","['vodafonein', 'idea_cares']"
abm21081981,10-06-2020,@VodafoneIN really froud company u just wants bill amount no network nothing is working in city like mumbai. Froud people,['vodafonein']
bossmanojsingh,10-06-2020,@VodafoneIN Help soon. Read my DM.,['vodafonein']
jainankit9,10-06-2020,switch to @JioCare  or @VodafoneIN  waise b delhi bas ki nahi airtel walo ki since 2009,"['rahulg_08', 'airtelindia', 'airtel_presence', 'trai', 'jiocare', 'vodafonein']"
s_kaushiik,10-06-2020,"@rinil @Pravi008_pravi
Don't get ur hopes high. 
@DoT_India is only asgoodas their app. It's so frustrating. It's more than 7yrs but 4 past 1yr they started looting me. I think, am not a active user compare 2 others that's why 
@VodafoneIN algo system fin","['rinil', 'pravi008_pravi', 'dot_india', 'vodafonein']"
abm21081981,10-06-2020,@VodafoneIN @TRAI_OHD @TRAI PM want WFH and the service provider has no network what the held of Vodafone. Government is watching all this. How country will be make it or made india without call or internet. Telecommunication ministry should take this ser,"['vodafonein', 'trai_ohd', 'trai']"
iamkjha,10-06-2020,On every DM @VodafoneIN  sending robotic message.. not one taking care customer complaints????,['vodafonein']
aloksingh123,10-06-2020,"@jio @reliancejio The best thing on Jio network in my Area is the tower depends on live Power. Once Power gone, Tower goes off and Mobile tries to catch network from long way down. #LOL...No battery backup for Tower. Great job Jio @VodafoneIN #Network #4G","['jio', 'reliancejio', 'vodafonein']"
kederkadar,10-06-2020,"This is how after I received the call from #airtel this is how network on my area main road
Shameless team, while typing the tweet network became 2g not even 2g it's in edge. Fantastic job #airtel_always_sucks  more than this you want me to tell you the reason why I want to port? pic.twitter.com/6Xj4Fw1POo","['airtel_presence', 'jiocare', 'vodafonein']"
